timestamp,date,hour,month,weekday,is_weekend,temperature_c,relative_humidity_percent,global_horizontal_irradiance_wm2,academic_a_hvac_load_kw,academic_a_lighting_load_kw,academic_a_equipment_load_kw,academic_a_lifts_pumps_load_kw,academic_a_other_load_kw,academic_a_total_load_kw,residence_b_hvac_load_kw,residence_b_lighting_load_kw,residence_b_equipment_load_kw,residence_b_lifts_pumps_load_kw,residence_b_other_load_kw,residence_b_total_load_kw,community_hub_c_hvac_load_kw,community_hub_c_lighting_load_kw,community_hub_c_equipment_load_kw,community_hub_c_lifts_pumps_load_kw,community_hub_c_other_load_kw,community_hub_c_total_load_kw,ev_charging_load_kw,total_load_kw
2025-01-01 00:00:00,2025-01-01,0,1,2,False,13.191261831574922,76.06146745892072,0.0,83.97726069086876,55.26100685218419,105.74495086359853,18.879108597878187,34.76027397260274,298.62260097713244,47.630558187898764,55.19214989213007,116.19028962249915,27.889802547015687,23.013698630136986,269.9164988796806,11.792101435625156,12.16101014808458,13.606105821291223,4.89745360671548,6.575342465753424,49.03201347746986,21.073840686672575,638.6449540209555
2025-01-01 01:00:00,2025-01-01,1,1,2,False,12.811763652351468,77.87009143206977,0.0,84.43053603556369,55.26100685218419,105.74495086359853,18.879108597878187,34.76027397260274,299.07587632182737,48.49529161047909,55.20022670423231,116.20377682272984,27.892911649768838,23.013698630136986,270.80590541734705,11.903121557498968,12.16101014808458,13.606105821291223,4.89745360671548,6.575342465753424,49.143033599343674,21.073871281015535,640.0986866195335
2025-01-01 02:00:00,2025-01-01,2,1,2,False,12.615320939621949,79.34682672232988,0.0,84.6651686193286,55.26100685218419,105.74495086359853,18.879108597878187,34.76027397260274,299.31050890559226,49.01684551493449,55.32326313061057,116.40923126406459,27.94027351570659,23.013698630136986,271.70331205545324,11.960589801360058,12.16101014808458,13.606105821291223,4.89745360671548,6.575342465753424,49.20050184320476,21.07462221844813,641.2889450226983
2025-01-01 03:00:00,2025-01-01,3,1,2,False,12.615320939621949,80.39103626009029,0.0,84.6651686193286,55.26100685218419,105.74495086359853,18.879108597878187,34.76027397260274,299.31050890559226,49.70953551398518,56.43888300868462,118.27216783934331,28.369722262376015,23.013698630136986,275.80400725452614,11.960589801360058,12.16101014808458,13.606105821291223,4.89745360671548,6.575342465753424,49.20050184320476,21.08717156163628,645.4021895649594
2025-01-01 04:00:00,2025-01-01,4,1,2,False,12.811763652351468,80.93155889099049,0.0,84.43053603556369,55.26100685218419,105.74495086359853,18.879108597878187,34.76027397260274,299.07587632182737,52.86554488114732,62.36815269340216,128.17325832494913,30.652146128077337,23.013698630136986,297.07280065771295,11.903121557498968,12.16101014808458,13.606105821291223,4.89745360671548,6.575342465753424,49.143033599343674,21.229490569102406,666.5212011479863
2025-01-01 05:00:00,2025-01-01,5,1,2,False,13.191261831574922,80.93155889099049,0.0,83.97726069086876,55.26100685218419,105.74495086359853,18.879108597878187,34.76027397260274,298.62260097713244,62.359695969903385,80.23967209926262,158.0163149173588,37.53164134034873,23.013698630136986,361.1610229570106,11.792101435625156,12.16101014808458,13.606105821291223,4.89745360671548,6.575342465753424,49.03201347746986,22.318987967953444,731.1346253795663
2025-01-01 06:00:00,2025-01-01,6,1,2,False,13.727953303528626,80.39103626009029,0.0,83.33623255091186,55.26100685218419,105.74495086359853,18.879108597878187,34.76027397260274,297.9815728371755,75.9730229536935,108.21811877729519,204.73659362552723,48.30171553477888,23.013698630136986,460.24314952143186,11.635095273574903,12.16101014808458,13.606105821291223,4.89745360671548,6.575342465753424,48.87500731541961,27.89874046089244,834.9984701349192
2025-01-01 07:00:00,2025-01-01,7,1,2,False,14.385263431323528,79.34682672232988,9.606383252369689,82.55113662408195,55.13266745618259,105.74495086359853,18.879108597878187,34.76027397260274,297.068137514344,80.32624649834816,122.48231010316157,229.88615015737847,54.09925350532391,23.013698630136986,509.80765889434906,15.442502464600537,20.777766879201863,20.1785467688641,7.118391870225988,6.575342465753424,70.09255044864591,46.705529481303586,923.6738763386427
2025-01-01 08:00:00,2025-01-01,8,1,2,False,15.118397616006751,77.87009143206977,48.517979772792906,101.6975677980044,88.05192479403209,146.33392190215153,25.6031746738348,34.76027397260274,396.44686314062557,68.6169658182891,104.75679086322646,204.7366127583828,48.30171994533207,23.013698630136986,449.4257880153674,18.729800046089498,29.073383634448177,27.010983319912867,9.42718701806763,6.575342465753424,90.81669648427159,87.03152194966965,1023.7208695899343
2025-01-01 09:00:00,2025-01-01,9,1,2,False,15.877393974453659,76.06146745892072,118.49170081069776,142.58347210907394,160.8475969792994,243.53341591931277,41.7054754614096,34.76027397260274,623.4302344416984,52.435983379092384,74.33661125745122,158.01656208168575,37.53169831728066,23.013698630136986,345.33455366564704,21.15373917744872,35.68500078941811,33.54480960801271,11.635076739120295,6.575342465753424,108.59396877975325,137.37506669949357,1214.733823586592
